brand_name,model_name,os,popularity,best_price,lowest_price,highest_price,screen_size,memory_size,battery_size,release_date
Oukitel,C18 Pro 4/64GB Purple,Android,386,3409,3149,3791,6.55,64,4000,Dec-20
Oukitel,C19 2/16GB Black,Android,610,2132,2049,2299,6.49,16,4000,Aug-20
Oukitel,C19 2/16GB Gradient Blue,Android,497,2104,2030,2299,6.49,16,4000,Oct-20
realme,C2 2/32GB Diamond Black,Android,634,2899,,,6.1,32,4000,Feb-20
Oukitel,C21 4/64GB Black,Android,1044,3276,3149,3589,6.4,64,4000,Oct-20
realme,C3 2/32GB Blue,Android,936,3296,3174,3399,6.5,32,5000,Apr-20
realme,C3 2/32GB Red,Android,738,3361,3174,3399,6.5,32,5000,Apr-20
realme,C3 3/32GB Red,Android,665,3399,,,6.5,32,5000,Oct-20
realme,C3 3/64GB Blue,Android,1153,3812,3547,4049,6.5,64,5000,Apr-20
Cubot,C30 8/128GB Black,Android,625,5671,5290,5871,6.4,128,4200,Dec-20
S-TELL,C552 Black,Android,307,1150,,,5,4,2000,Mar-18
S-TELL,C552 Red,Android,319,1150,,,5,4,2000,Mar-18
Meizu,C9 2/16GB Black,Android,907,1899,,,5.45,16,3000,Nov-18
Meizu,C9 Pro 3/32GB Black,Android,161,2618,,,5.45,32,3000,Dec-18
Meizu,C9 Pro 3/32GB Black,Android,111,2618,,,5.45,32,3000,Dec-18
Crosscall,CORE-X3 2/16GB Dark Blue,Android,62,2950,,,5,16,3500,Aug-20
Tecno,Camon 12 Air CC6 Alpenglow Gold,Android,449,2999,,,6.55,32,4000,Nov-19
Tecno,Camon 12 CC7 Dark Jade,Android,522,3440,3149,3799,6.52,64,4000,Nov-19
Tecno,Camon 15 4/64GB Dark Jade (4895180755057),Android,876,4057,3949,4499,6.6,64,5000,Aug-20
Tecno,Camon 15 CD7 4/128GB Fascinating Purple (4895180759550),Android,252,4299,,,6.6,128,5000,Oct-20
Sigma mobile,Comfort 50 Elegance3 SIMO ASSISTANT Red,,583,810,699,830,2.8,,1600,Jul-18
Sigma mobile,Comfort 50 Grand Black,,200,641,588,699,2.3,,1000,Feb-19
Sigma mobile,Comfort 50 HIT 2020 Black,,990,444,399,459,1.77,,1450,Dec-19
Sigma mobile,Comfort 50 SOLO Black,,253,777,690,853,2.2,,1650,Aug-19
Sigma mobile,Comfort 50 SOLO Black,,265,777,690,853,2.2,,1650,Aug-19
Sigma mobile,Comfort 50 Shell Duo Red (4827798212325),,1021,988,911,1049,,,800,Oct-16
Coolpad,Cool Play 6 6/64GB Black,Android,271,3968,3947,3990,5.5,64,4060,Nov-18
Coolpad,Cool Play 6 6/64GB Black,Android,259,3968,3947,3990,5.5,64,4060,Nov-18
Archos,Core 50 16GB Red,Android,245,2059,1899,2099,5,16,2000,Aug-18
Bluboo,D6 Pro 2/16GB Black,Android,159,1979,,,5.5,16,2700,Feb-19
Bluboo,D6 Pro 2/16GB Black,Android,109,1979,,,5.5,16,2700,Feb-19
LG,D855 G3 32GB (Silk White),Android,494,2884,,,5.5,32,3000,May-14
LG,D858 G3 Dual (Metallic Black),Android,488,2969,,,5.5,32,3000,Oct-15
Motorola,Droid Turbo 2 32GB (Ballistic Nylon Black),Android,269,5590,,,5.4,32,3760,Dec-15
Motorola,Droid Turbo 2 32GB (Ballistic Nylon Black),Android,257,5590,,,5.4,32,3760,Dec-15
Philips,E169 Gray,,746,807,749,1049,2.4,,1600,Aug-19
Philips,E169 Red,,397,806,749,1049,2.4,,1600,Aug-19
2E,E180 2019 Red (680576170057),,56,301,289,346,1.77,0.032,800,Dec-19
2E,E240 Black,,389,413,359,549,2.4,0.032,1800,Feb-18
2E,E240 Power DualSim Black (680576170088),,335,546,507,581,2.4,0.032,3000,Dec-20
2E,E240 Power DualSim Black (680576170088),,296,546,507,581,2.4,0.032,3000,Dec-20
2E,E280 Dual Sim Black,,251,499,,,2.8,0.032,1450,Nov-17
2E,E450A 2018 DualSim Black,Android,563,1250,1215,1338,4.5,8,1500,Aug-18
2E,E450R DualSim Gray,Android,571,1850,1499,2499,4.5,8,2600,Dec-17
2E,E500A 2019 DualSim Black,Android,670,1362,1319,1499,5,8,2500,May-19
Motorola,E6 Plus 4/64GB Polish Grey,Android,79,3490,,,6.1,64,3000,Jul-20
Motorola,E6 Plus XT2025-2 4/64GB Blue,Android,762,3444,3399,3490,6.1,64,3000,Jan-20
Motorola,E6S 4/64 GB Meteor Grey (PAJE0031RS),Android,1178,2992,2888,3205,6.1,64,3000,Sep-20
Motorola,E7 Plus 4/64GB Misty Blue (PAKX0008RS),Android,929,4217,4199,4290,6.5,64,5000,Sep-20
Motorola,Edge 5G 6/128GB Dual Black (XT2063-3),Android,1131,15017,14299,16872,6.7,128,4500,Jul-20
ERGO,F186 Solace DS Black,,901,391,345,476,1.77,0.032,1000,Jul-19
ERGO,F186 Solace DS Silver,,523,373,345,399,1.77,0.032,1000,Jul-19
ERGO,F188 Play DS Black,,333,272,227,289,1.77,,1000,Feb-20
ERGO,F188 Play DS Black,,294,272,227,289,1.77,,1000,Feb-20
ERGO,F243 Swift Dual Sim Black,,151,374,369,379,2.4,0.032,1800,Oct-17
ERGO,F243 Swift Dual Sim Blue,,122,379,,,2.4,0.032,1800,Dec-18
ERGO,F243 Swift Dual Sim Blue,,163,379,,,2.4,0.032,1800,Dec-18
ERGO,F243 Swift Dual Sim Blue,,113,379,,,2.4,0.032,1800,Dec-18
ERGO,F245 Strength Dual Sim Yellow/Black,,12,699,,,2.4,0.032,1400,Mar-20
ERGO,F248 Defender Dual SIM Black,,45,649,,,2.4,,2000,Oct-19
ERGO,F282 Travel Dual Sim Black,,556,583,565,599,2.8,0.032,3100,Apr-18
ERGO,F282 Travel Dual Sim Black,,551,583,565,599,2.8,0.032,3100,Apr-18
ERGO,F284 Balance Dual Sim Black,,227,477,430,499,2.8,,800,Feb-20
ERGO,F285 Wide DS Black,,186,523,447,549,2,,1800,Nov-19
ERGO,F285 Wide DS Black,,219,523,447,549,2,,1800,Nov-19
2E,F534L 2018 DualSim Black,Android,600,1610,1495,1701,5.3,16,3020,Nov-18
2E,F534L 2018 DualSim Gold,Android,473,1599,,,5.3,16,3020,Nov-18
2E,F572L 2018 DualSim Red,Android,181,2167,1999,2336,5.7,16,3020,Oct-18
2E,F572L 2018 DualSim Silver,Android,567,1939,1759,1999,5.7,16,3020,Oct-18
Fly,FF243 (Black),,442,474,418,655,2.4,0.032,1700,Aug-16
Fly,FF249 Dual Sim Black,,905,557,497,719,2.4,0.032,4000,Dec-18
Fly,FF250 Black,,773,314,239,379,2.4,,800,Jan-20
Fly,FF281 Dual Sim (Black),,653,547,499,719,2.8,0.032,1400,Jul-16
Fly,FF281 Silver,,502,545,497,679,2.8,0.032,1400,Nov-20
OPPO,Find X2 12/256GB Ocean Black,Android,590,29999,,,6.7,256,4200,Apr-20
OPPO,Find X2 Pro 12/512GB Orange,Android,474,32530,31720,33999,6.7,512,4260,Jan-21
LG,G6 32GB Black (H870S.ACISBK),Android,710,3742,,,5.7,32,3300,Mar-17
LG,G6 64GB Black (LGH870DS.ACISBK),Android,637,3850,,,5.7,64,3300,Mar-17
LG,G6 64GB Platinum (LGH870DS.ACISPL),Android,745,3799,,,5.7,64,3300,Mar-17
LG,G6 G600L 4/64GB Black,Android,603,4099,,,5.7,64,3300,Mar-19
LG,G6 G600L 4/64GB Black,Android,596,4099,,,5.7,64,3300,Mar-19
LG,G6 G600L 4/64GB Platinum,Android,674,4099,,,5.7,64,3300,Mar-19
LG,G6 Plus 128GB Gold,Android,96,8009,,,5.7,128,3300,Aug-17
LG,G6 Plus 128GB Gold,Android,27,8009,,,5.7,128,3300,Aug-17
Motorola,G7 4/64GB Ceramic Black (XT1962-6),Android,686,4849,4499,5199,6.2,64,3000,Jul-20
LG,G7 ThinQ 4/64GB Aurora Black (LMG710EMW.ACISBK),Android,1030,5571,5566,5576,6.1,64,3000,May-18
LG,G7 ThinQ 4/64GB Moroccan Blue (LMG710EMW.ACISBL),Android,923,5421,5266,5576,6.1,64,3000,May-18
LG,G7 ThinQ 4/64GB Platinum Gray,Android,851,5713,5566,5998,6.1,64,3000,May-18
LG,G7 ThinQ 4/64GB Raspberry Rose,Android,427,5798,5599,5998,6.1,64,3000,May-18
Motorola,G8 Power 4/64GB Dual Sim Black (PAHF0007RS),Android,925,5464,4999,6031,6.4,64,5000,Jul-20
Motorola,G8 Power Lite 4/64GB Royal Blue (PAJC0017RS),Android,840,4772,4399,5342,6.5,64,5000,Jul-20
LG,G8 ThinQ 6/128GB Black,Android,906,8299,,,6.1,128,3500,Nov-19
LG,G8X ThinQ 6/128GB Aurora Black,Android,931,17790,9888,20590,6.4,128,4000,Mar-20
LG,G8s ThinQ 6/128GB White,Android,988,14427,13749,15264,6.21,128,3550,Sep-20
Motorola,G9 Play 4/64GB Sapphire Blue (PAKK0016RS),Android,1062,4812,4434,5877,6.5,64,5000,Sep-20
Motorola,G9 Plus 4/128GB Navy Blue (PAKM0019RS),Android,1160,6697,6375,6999,6.81,128,5000,Sep-20
Samsung,G920F Galaxy S6 32GB (White Pearl),Android,845,3529,3100,3959,5.1,32,2550,Mar-15
Samsung,G925F Galaxy S6 Edge 32GB (White Pearl),Android,325,4511,,,5.1,32,2600,Mar-15
Samsung,G935FD Galaxy S7 Edge 32GB Gold (SM-G935FZDU),Android,605,5930,,,5.5,32,3600,Feb-16
Samsung,Galaxy A01 2/16GB Black (SM-A015FZKD),Android,1163,2940,2673,3158,5.7,16,3000,Jan-20
Samsung,Galaxy A01 Core 1/16GB Black (SM-A013FZKD),Android,1073,2344,2098,2553,5.3,16,3000,Aug-20
Samsung,Galaxy A02s 3/32GB Blue (SM-A025FZBE),Android,1078,3776,3599,3799,6.5,32,5000,Jan-21
Samsung,Galaxy A10s 2019 SM-A107F 2/32GB Black (SM-A107FZKD),Android,1129,3348,3170,3999,6.2,32,4000,Aug-19
Samsung,Galaxy A11 2/32GB Black (SM-A115FZKN),Android,1036,4101,3536,4396,6.4,32,4000,Jun-20
Samsung,Galaxy A12 SM-A125F 3/32GB Black (SM-A125FZKUSEK),Android,1008,4473,4186,4999,6.5,32,5000,Jan-21
Samsung,Galaxy A12 SM-A125F 4/64GB Black (SM-A125FZKVSEK),Android,1092,4977,4598,5499,6.5,64,5000,Jan-21
Samsung,Galaxy A2 Core 2019 SM-A260 1/16GB Blue,Android,100,3222,3029,3515,5,16,2600,Nov-19
Samsung,Galaxy A2 Core 2019 SM-A260 1/16GB Blue,Android,91,3222,3029,3515,5,16,2600,Nov-19
Samsung,Galaxy A20e SM-A202F 3/32GB Black SM-A202FZKD,Android,1040,4595,4309,5095,5.8,32,3000,Jul-19
Samsung,Galaxy A20e SM-A202F 3/32GB White (SM-A202FZWD),Android,54,4300,4100,4500,5.8,32,3000,Dec-19
Samsung,Galaxy A20s 2019 A207F 3/32GB Black (SM-A207FZKD),Android,1017,4126,3599,4399,6.5,32,4000,Oct-19
Samsung,Galaxy A21s 3/32GB Black (SM-A217FZKN),Android,1059,5174,4598,6470,6.5,32,5000,Jun-20
Samsung,Galaxy A30s 3/32GB Black (SM-A307FZKU),Android,1072,4524,3999,4789,6.4,32,4000,Sep-19
Samsung,Galaxy A30s 4/128GB White,Android,261,6340,,,6.4,64,4000,Nov-19
Samsung,Galaxy A30s 4/128GB White,Android,273,6340,,,6.4,64,4000,Nov-19
Samsung,Galaxy A30s 4/64GB Green (SM-A307FZGV),Android,778,6098,5799,6399,6.4,64,4000,Sep-19
Samsung,Galaxy A31 4/128GB Black (SM-A315FZKV),Android,1115,6510,5894,7499,6.4,128,5000,Apr-20
Samsung,Galaxy A31 4/64GB Black (SM-A315FZKU),Android,1185,5997,5368,6999,6.4,64,5000,Apr-20
Samsung,Galaxy A41 4/64GB Black (SM-A415FZKD),Android,1173,6693,5699,9547,6.1,64,3500,May-20
Samsung,Galaxy A50 2019 SM-A505F 4/128GB Black,Android,736,6687,6299,7154,6.4,128,4000,Apr-19
Samsung,Galaxy A50 2019 SM-A505F 4/64GB Blue (SM-A505FZBU),Android,874,5527,5499,5555,6.4,64,4000,Mar-19
Samsung,Galaxy A50 2019 SM-A505F 6/128GB Blue (SM-A505FZBQ),Android,712,6933,5999,7868,6.4,128,4000,Mar-19
Samsung,Galaxy A50s 2019 SM-A507FD 6/128GB Black,Android,168,8243,8107,8518,6.4,128,4000,Nov-19
Samsung,Galaxy A50s 2019 SM-A507FD 6/128GB Black,Android,118,8243,8107,8518,6.4,128,4000,Nov-19
Samsung,Galaxy A50s 2019 SM-A507FD 6/128GB Black,Android,127,8243,8107,8518,6.4,128,4000,Nov-19
Samsung,Galaxy A50s SM-A5070 6/128GB Prism Crush Green,Android,70,7159,6930,7979,6.4,128,4000,Mar-20
Samsung,Galaxy A51 2020 4/64GB Black (SM-A515FZKU),Android,1192,7139,6497,7999,6.5,64,4000,Jan-20
Samsung,Galaxy A51 2020 6/128GB Blue (SM-A515FZBW),Android,1177,8076,7436,8999,6.5,128,4000,Jan-20
Samsung,Galaxy A51 SM-A515F 2020 8/128GB Blue,Android,783,8538,8230,9067,6.5,128,4000,Jul-20
Samsung,Galaxy A51 SM-A515F 4/128GB Black,Android,970,7135,6870,7600,6.5,128,4000,Mar-20
Samsung,Galaxy A51 SM-A515F 6/128GB Metallic Silver (SM-A515FMSW),Android,1039,8152,7436,8999,6.5,128,4000,Jul-20
Samsung,Galaxy A6+ 3/32GB Gold (SM-A605FZDN),Android,205,7064,7032,7129,6,32,3500,May-18
Samsung,Galaxy A6+ 3/32GB Lavender,Android,484,5292,5255,5330,6,32,3500,May-18
Samsung,Galaxy A6+ 4/32GB Gold,Android,346,7071,7032,7129,6,32,3500,Jun-18
Samsung,Galaxy A7 2018 4/64GB Black (SM-A750FZKU),Android,279,5699,,,6,64,3300,Oct-18
Samsung,Galaxy A7 2018 4/64GB Blue (SM-A750FZBU),Android,689,5893,5570,6283,6,64,3300,Oct-18
Samsung,Galaxy A70 2019 SM-A7050 6/128GB Black,Android,339,8816,8299,10175,6.7,128,4500,May-19
Samsung,Galaxy A70 2019 SM-A7050 6/128GB Blue,Android,173,8965,8230,9499,6.7,128,4500,Aug-19
Samsung,Galaxy A70 2019 SM-A7050 6/128GB Blue,Android,209,8965,8230,9499,6.7,128,4500,Aug-19
Samsung,Galaxy A70 2019 SM-A7050 6/128GB Blue,Android,222,8965,8230,9499,6.7,128,4500,Aug-19
Samsung,Galaxy A70 2019 SM-A705F 6/128GB Black (SM-A705FZKU),Android,611,8986,8449,9399,6.7,128,4500,Apr-19
Samsung,Galaxy A71 2020 6/128GB Black (SM-A715FZKU),Android,1209,10403,9396,14538,6.7,128,4500,Jan-20
Samsung,Galaxy A71 2020 SM-A715F 8/128GB Blue,Android,957,10848,10340,11999,6.7,128,4500,May-20
Samsung,Galaxy A8+ 2018 32GB Gold (SM-A730FZDD),Android,44,7309,6780,8928,6,32,3500,Jan-18
Samsung,Galaxy A8+ 2018 32GB Orchid Gray (SM-A730FZVD),Android,93,7253,6799,8499,6,32,3500,Jan-18
Samsung,Galaxy A8+ 2018 32GB Orchid Gray (SM-A730FZVD),Android,102,7253,6799,8499,6,32,3500,Jan-18
Samsung,Galaxy A8+ 2018 4/64GB Orchid Gray,Android,143,6542,,,6,64,3500,Feb-18
Samsung,Galaxy A80 2019 8/128GB Black (SM-A805FZKD),Android,423,13131,,,6.7,128,3700,Apr-19
Samsung,Galaxy A80 2019 A8050 8/128GB Black,Android,310,13296,13031,13709,6.7,128,3700,Aug-19
Samsung,Galaxy A9 2018 6/128Gb Blue (SM-A920FZBD),Android,472,8610,7099,9199,6.3,128,3800,Nov-18
Samsung,Galaxy Fold 12/256GB Black,Android,298,55338,45799,59999,7.3,256,4380,Nov-19
Samsung,Galaxy Fold 12/512GB Black (SM-F900FZKD),Android,819,41310,34100,56999,7.3,512,4380,Mar-19
Samsung,Galaxy Fold 5G SM-F907B 12/512GB Black,Android,304,37640,35400,49593,7.3,512,4235,Mar-20
Samsung,Galaxy Fold 5G SM-F907B 12/512GB Silver,Android,330,37173,35400,49737,7.3,512,4235,Mar-20
Samsung,Galaxy J6 2018 2/32GB Gold (SM-J600FZDD),Android,761,3498,,,5.6,32,3000,Jun-18
Samsung,Galaxy M10 SM-M105F 2/16GB Black (SM-M105GDAG),Android,132,4268,4116,4516,6.22,16,3400,Mar-19
Samsung,Galaxy M10 SM-M105F 2/16GB Black (SM-M105GDAG),Android,157,4268,4116,4516,6.22,16,3400,Mar-19
Samsung,Galaxy M10 SM-M105F 2/16GB Black (SM-M105GDAG),Android,107,4268,4116,4516,6.22,16,3400,Mar-19
Samsung,Galaxy M10 SM-M105F 3/32GB Black,Android,270,4100,,,6.22,32,3400,Mar-19
Samsung,Galaxy M10 SM-M105F 3/32GB Black,Android,258,4100,,,6.22,32,3400,Mar-19
Samsung,Galaxy M10 SM-M105F 3/32GB Blue,Android,64,4095,4090,4100,6.22,32,3400,Mar-19
Samsung,Galaxy M10S M107F 3/32GB Black,Android,145,4882,4650,4999,6.4,32,4000,Apr-20
Samsung,Galaxy M115 M11 3/32 Black (SM-M115FZKN),Android,1049,4171,3799,4677,6.4,32,5000,Apr-20
Samsung,Galaxy M21 4/64GB Black (SM-M215FZKU),Android,1204,5849,5228,6181,6.4,64,6000,Apr-20
Samsung,Galaxy M30 SM-M305F 4/64GB Gradation Blue,Android,443,6749,5950,7838,6.4,64,5000,May-19
Samsung,Galaxy M31 6/128GB Black (SM-M315FZKU),Android,1214,7196,6698,7571,6.4,128,6000,Feb-20
Samsung,Galaxy M31s 6/128GB Blue (SM-M317FZBN),Android,1184,8359,7429,9199,6.5,128,6000,Sep-20
Samsung,Galaxy M51 6/128GB Black (SM-M515FZKD),Android,1220,9620,8555,10394,6.7,128,7000,Sep-20
Samsung,Galaxy Note 10 SM-N9700 8/256GB Black (SM-N9700ZKD),Android,568,21353,20426,23273,6.3,256,3500,Aug-19
Samsung,Galaxy Note 10 SM-N9700 8/256GB White,Android,658,21852,18449,23719,6.3,256,3500,Sep-19
Samsung,Galaxy Note 10 SM-N970F 8/256GB Black (SM-N970FZKD),Android,1172,19940,16499,28940,6.3,256,3500,Aug-19
Samsung,Galaxy Note 10+ SM-N9750 12/256GB Aura Glow,Android,909,25252,22849,26748,6.8,256,4300,Aug-19
Samsung,Galaxy Note 10+ SM-N9750 12/512GB Black,Android,421,27124,,,6.8,512,4300,Sep-19
Samsung,Galaxy Note 10+ SM-N975F 12/256GB Black (SM-N975FZKD),Android,1113,23920,20651,31163,6.8,256,4300,Aug-19
Samsung,Galaxy Note 10+ SM-N975F 12/512GB Aura Black,Android,233,27973,25820,31545,6.8,512,4300,Sep-19
Samsung,Galaxy Note 8 64GB Gold,Android,744,9923,9250,10598,6.3,64,3300,Aug-17
Samsung,Galaxy Note 8 N950F Single sim 128GB Black,Android,184,18114,17695,18626,6.3,128,3300,Jun-18
Samsung,Galaxy Note 8 N950F Single sim 128GB Black,Android,217,18114,17695,18626,6.3,128,3300,Jun-18
Samsung,Galaxy Note 9 N960 6/128GB Metallic Copper,Android,889,14422,13890,15467,6.4,128,4000,Aug-18
Samsung,Galaxy Note 9 N960 8/512GB Lavender Purple,Android,164,20948,20469,21871,6.4,512,4000,Sep-18
Samsung,Galaxy Note 9 N960 8/512GB Lavender Purple,Android,123,20948,20469,21871,6.4,512,4000,Sep-18
Samsung,Galaxy Note 9 N960 8/512GB Lavender Purple,Android,114,20948,20469,21871,6.4,512,4000,Sep-18
Samsung,Galaxy Note 9 N960 8/512GB Metallic Copper,Android,813,16076,15090,21366,6.4,512,4000,Aug-18
Samsung,Galaxy Note 9 N960 8/512GB Midnight Black,Android,992,17585,15840,23770,6.4,512,4000,Aug-18
Samsung,Galaxy Note 9 N960 8/512GB Ocean Blue (SM-N960FZBH),Android,714,17540,15330,35999,6.4,512,4000,Aug-18
Samsung,Galaxy Note10 Lite SM-N770F Dual 6/128GB Black (SM-N770FZKD),Android,1182,11405,9756,13999,6.7,128,4500,Jan-20
Samsung,Galaxy Note10 Lite SM-N770F Dual 8/128GB Black (SM-N770FZKU),Android,915,12169,11699,13098,6.7,128,4500,Mar-20
Samsung,Galaxy Note20 5G N9810 8/256GB Mystic Gray,Android,956,21175,20290,22949,6.7,256,4300,Sep-20
Samsung,Galaxy Note20 5G SM-N981B 8/256GB Mystic Bronze,Android,730,21222,20230,28270,6.7,256,4300,Aug-20
Samsung,Galaxy Note20 SM-N980F 8/256GB Mystic Green (SM-N980FZGG),Android,1080,22670,18920,30778,6.7,256,4300,Aug-20
Samsung,Galaxy Note20 Ultra 5G SM-N9860 12/256GB Mystic Black,Android,1146,30008,28948,34505,6.9,256,4500,Sep-20
Samsung,Galaxy Note20 Ultra 5G SM-N986B 12/256GB Mystic Black,Android,1013,28896,27149,34640,6.9,256,4500,Aug-20
Samsung,Galaxy Note20 Ultra 5G SM-N986B 12/512GB Mystic Black (SM-N986BZKH),Android,800,39524,28381,41999,6.9,512,4500,Aug-20
Samsung,Galaxy Note20 Ultra SM-N985F 8/256GB Mystic Bronze (SM-N985FZNG),Android,1147,32669,27599,35999,6.9,256,4500,Aug-20
Samsung,Galaxy S10 Lite SM-G770 6/128GB Black (SM-G770FZKG),Android,1190,14079,12049,15469,6.7,128,4500,Jan-20
Samsung,Galaxy S10 Lite SM-G770 8/128GB Black,Android,1054,14654,13167,16476,6.7,128,4500,Mar-20
Samsung,Galaxy S10 SM-G973 DS 128GB Green (SM-G973FZGD),Android,1199,17561,14499,18999,6.1,128,3400,Feb-19
Samsung,Galaxy S10 SM-G973 DS 512GB Black,Android,198,21229,17900,23261,6.1,512,3400,Feb-19
Samsung,Galaxy S10 SM-G9730 DS 128GB Black,Android,861,19123,17999,20510,6.1,128,3400,Feb-19
Samsung,Galaxy S10+ SM-G975 DS 128GB Black (SM-G975FZKD),Android,1180,17860,13888,23218,6.4,128,4000,Feb-19
Samsung,Galaxy S10+ SM-G975 DS 1TB Black (SM-G975FCKH),Android,847,22932,20995,47292,6.4,1000,4000,Feb-19
Samsung,Galaxy S10+ SM-G975 DS 1TB Ceramic White (SM-G975FCWH),Android,795,23137,20995,47292,6.4,1000,4000,Feb-19
Samsung,Galaxy S10+ SM-G975 DS 512GB Black (SM-G975FCKG),Android,910,21304,18619,39999,6.4,512,4000,Feb-19
Samsung,Galaxy S10+ SM-G975 DS 512GB White (SM-G975FCWG),Android,828,19878,17970,33999,6.4,512,4000,Feb-19
Samsung,Galaxy S10+ SM-G975 SS 512GB White,Android,413,18739,,,6.4,512,4000,Feb-19
Samsung,Galaxy S10+ SM-G975 SS 512GB White,Android,403,18739,,,6.4,512,4000,Feb-19
Samsung,Galaxy S10+ SM-G9750 DS 128GB Black,Android,817,20044,19529,20999,6.4,128,4000,Feb-19
Samsung,Galaxy S10+ SM-G9750 DS 128GB Black,Android,815,20044,19529,20999,6.4,128,4000,Feb-19
Samsung,Galaxy S10+ SM-G9750 DS 1TB Black,Android,66,21454,20954,21954,6.4,1000,4000,Feb-19
Samsung,Galaxy S10e SM-G970 DS 128GB Black (SM-G970FZKD),Android,1122,16313,15483,17499,5.8,128,3100,Feb-19
Samsung,Galaxy S10e SM-G9700 DS 128GB Black,Android,499,12499,,,5.8,128,3100,Mar-19
Samsung,Galaxy S20 5G SM-G981 12/128GB Cosmic Gray,Android,1003,20699,,,6.2,128,4000,Jul-20
Samsung,Galaxy S20 5G SM-G9810 12/128GB Cloud Pink,Android,1034,22846,22130,24453,6.2,128,4000,May-20
Samsung,Galaxy S20 FE 5G SM-G7810 8/128GB Cloud Navy,Android,1181,17390,16810,18499,6.5,128,4500,Oct-20
Samsung,Galaxy S20 FE 5G SM-G7810 Dual 8/256GB Cloud Navy,Android,913,21157,20510,22116,6.5,256,4500,Jan-21
Samsung,Galaxy S20 FE 5G SM-G781B 6/128GB Cloud Red,Android,964,17332,16690,18017,6.5,128,4500,Dec-20
Samsung,Galaxy S20 FE 5G SM-G781B 8/128GB Cloud Red,Android,396,16980,,,6.5,128,4500,Jan-21
Samsung,Galaxy S20 FE SM-G780F 6/128GB Blue (SM-G780FZBD),Android,1197,17631,15280,21724,6.5,128,4500,Sep-20
Samsung,Galaxy S20 FE SM-G780F 6/256GB Cloud Navy,Android,439,20513,18999,22449,6.5,256,4500,Dec-20
Samsung,Galaxy S20 FE SM-G780F 8/128GB Cloud Navy,Android,899,16396,15650,18187,6.5,128,4500,Nov-20
Samsung,Galaxy S20 FE SM-G780F 8/256GB Blue (SM-G780FZBH),Android,982,19215,16967,23228,6.5,256,4500,Nov-20
Samsung,Galaxy S20 SM-G980 8/128GB Grey (SM-G980FZAD),Android,1210,21011,18129,29432,6.2,128,4000,Feb-20
Samsung,Galaxy S20 Ultra 5G SM-G9880 12/256GB Cosmic Gray,Android,933,29175,27238,31780,6.9,256,5000,May-20
Samsung,Galaxy S20 Ultra 5G SM-G988B 12/128GB Black,Android,984,27461,25999,34999,6.9,128,5000,May-20
Samsung,Galaxy S20 Ultra SM-G988 128GB Grey (SM-G988BZAD),Android,1114,32806,26080,42127,6.9,128,5000,Feb-20
Samsung,Galaxy S20+ 5G SM-G9860 12/128GB Cosmic Black,Android,1130,23302,22580,25183,6.9,128,4500,Apr-20
Samsung,Galaxy S20+ 5G SM-G9860 8/128GB Gray,Android,192,24843,24369,25318,6.7,128,4500,May-20
Samsung,Galaxy S20+ 5G SM-G9860 8/128GB Gray,Android,226,24843,24369,25318,6.7,128,4500,May-20
Samsung,Galaxy S20+ 5G SM-G986B 12/128GB Black,Android,321,21905,21150,22572,6.7,128,4500,Oct-20
Samsung,Galaxy S20+ 5G SM-G986F-DS 12/128GB Black,Android,1011,21326,20490,23321,6.7,128,4500,Feb-20
Samsung,Galaxy S20+ LTE SM-G985 Dual 8/128GB Black (SM-G985FZKD),Android,1070,24160,19424,27138,6.7,128,4500,Feb-20
Samsung,Galaxy S21 8/128GB Phantom Grey (SM-G991BZADSEK),Android,1175,26751,24059,27655,6.2,128,4000,Jan-21
Samsung,Galaxy S21 8/256GB Phantom Grey (SM-G991BZAGSEK),Android,1004,28876,27499,29210,6.2,256,4000,Jan-21
Samsung,Galaxy S21 Ultra 12/128GB Phantom Black (SM-G998BZKDSEK),Android,1104,37630,34899,40559,6.8,128,5000,Jan-21
Samsung,Galaxy S21 Ultra 12/256GB Phantom Black (SM-G998BZKGSEK),Android,1164,39620,36359,42127,6.8,256,5000,Jan-21
Samsung,Galaxy S21 Ultra 16/512GB Phantom Black (SM-G998BZKHSEK),Android,1136,42649,36899,43999,6.8,512,5000,Jan-21
Samsung,Galaxy S21+ 8/128GB Phantom Black (SM-G996BZKDSEK),Android,979,31574,29319,33601,6.7,128,4800,Jan-21
Samsung,Galaxy S21+ 8/256GB Phantom Black (SM-G996BZKGSEK),Android,1006,33443,30899,33999,6.7,256,4800,Jan-21
Samsung,Galaxy S7 G930F 32GB (Black),Android,824,5400,,,5.1,32,3000,Apr-16
Samsung,Galaxy S7 G930F 32GB (Gold),Android,685,7782,6896,8225,5.1,32,3000,Apr-16
Samsung,Galaxy S8 64GB Blue,Android,908,7864,7640,8089,5.8,64,3000,Mar-17
Samsung,Galaxy S8 G950F Single Sim 64GB Black,Android,886,7640,,,5.8,64,3000,Feb-18
Samsung,Galaxy S8+ 64GB Black (SM-G955FZKD),Android,871,10787,8299,12898,6.2,64,3500,Mar-17
Samsung,Galaxy S8+ SM-G955U 64GB Black,Android,664,8709,,,6.2,64,3500,Dec-20
Samsung,Galaxy S9 SM-G960 DS 128GB Black (SM-G960FZKG),Android,167,14990,,,5.8,128,3000,Feb-18
Samsung,Galaxy S9 SM-G960 DS 128GB Black (SM-G960FZKG),Android,126,14990,,,5.8,128,3000,Feb-18
